path,top_dir,suffix,size_bytes,class,recommendation,delete_risk,reason
frontend_data/catalog/readiness_registry.json,frontend_data,.json,8729,POSSIBLE_DUPLICATE_GENERATED_CATALOG,NEEDS_REVIEW,HIGH,May duplicate frontend public catalog; consumer review required.
frontend_data/catalog/trader_terminal_catalog.json,frontend_data,.json,116939669,POSSIBLE_DUPLICATE_GENERATED_CATALOG,NEEDS_REVIEW,HIGH,May duplicate frontend public catalog; consumer review required.
logs/bg_test_err.log,logs,.log,0,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/bg_test_out.log,logs,.log,5,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task374_full_rerun_status.txt,logs,.txt,9,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task374_full_rerun_stderr.log,logs,.log,468,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task374_full_rerun_stderr_20260510_152822.log,logs,.log,172,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task374_full_rerun_stderr_20260510_152913.log,logs,.log,0,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task374_full_rerun_stdout.log,logs,.log,0,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task374_full_rerun_stdout_20260510_152822.log,logs,.log,173,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task374_full_rerun_stdout_20260510_152913.log,logs,.log,0,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task588_nasdaq_paper_loop_stderr.log,logs,.log,0,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task588_nasdaq_paper_loop_stdout.log,logs,.log,947741,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task588_paper_runtime_loop_stderr.log,logs,.log,0,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task588_paper_runtime_loop_stdout.log,logs,.log,0,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task589_paper_eod_stderr.log,logs,.log,0,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/task589_paper_eod_stdout.log,logs,.log,23514,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/trader-terminal-vite.err.log,logs,.log,0,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/trader-terminal-vite.out.log,logs,.log,590,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/trader_terminal_lan_stderr.log,logs,.log,0,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/trader_terminal_lan_stdout.log,logs,.log,437,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
logs/trader_terminal_preview.log,logs,.log,322,RUN_LOG,NEEDS_REVIEW,MEDIUM,Run log may be summarized elsewhere but needs owner confirmation.
trading_continuation_capture.jsonl,trading_continuation_capture.jsonl,.jsonl,36784,UNKNOWN_NEEDS_REVIEW,NEEDS_REVIEW,MEDIUM,No specific policy matched; owner review required.
참고 Context/1. 퀀트트레이딩기초/1.pdf,참고 Context,.pdf,1783517,UNKNOWN_NEEDS_REVIEW,NEEDS_REVIEW,MEDIUM,No specific policy matched; owner review required.
참고 Context/1. 퀀트트레이딩기초/10.pdf,참고 Context,.pdf,6189614,UNKNOWN_NEEDS_REVIEW,NEEDS_REVIEW,MEDIUM,No specific policy matched; owner review required.
참고 Context/1. 퀀트트레이딩기초/11.pdf,참고 Context,.pdf,9640711,UNKNOWN_NEEDS_REVIEW,NEEDS_REVIEW,MEDIUM,No specific policy matched; owner review required.
참고 Context/1. 퀀트트레이딩기초/12.pdf,참고 Context,.pdf,3664434,UNKNOWN_NEEDS_REVIEW,NEEDS_REVIEW,MEDIUM,No specific policy matched; owner review required.
참고 Context/1. 퀀트트레이딩기초/13.pdf,참고 Context,.pdf,3118268,UNKNOWN_NEEDS_REVIEW,NEEDS_REVIEW,MEDIUM,No specific policy matched; owner review required.
참고 Context/1. 퀀트트레이딩기초/2.pdf,참고 Context,.pdf,3604554,UNKNOWN_NEEDS_REVIEW,NEEDS_REVIEW,MEDIUM,No specific policy matched; owner review required.
참고 Context/1. 퀀트트레이딩기초/3.pdf,참고 Context,.pdf,3287188,UNKNOWN_NEEDS_REVIEW,NEEDS_REVIEW,MEDIUM,No specific policy matched; owner review required.
참고 Context/1. 퀀트트레이딩기초/4.pdf,참고 Context,.pdf,6034092,UNKNOWN_NEEDS_REVIEW,NEEDS_REVIEW,MEDIUM,No specific policy matched; owner review required.
