path,top_dir,suffix,size_bytes,class,recommendation,delete_risk,reason
src/backtest/__pycache__/analysis_structural_breakout_lifecycle_identity_reconciliation_379.cpython-313.pyc,src,.pyc,7715,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_lifecycle_recovery_378.cpython-313.pyc,src,.pyc,7081,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_lifecycle_replay_364.cpython-313.pyc,src,.pyc,7654,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_local_state_stabilization_331.cpython-313.pyc,src,.pyc,27174,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_multi_event_dataset_366.cpython-313.pyc,src,.pyc,11648,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_participation_quality_361.cpython-313.pyc,src,.pyc,15884,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_path_conditioned_entry_327.cpython-313.pyc,src,.pyc,48559,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_persistence_universe_376.cpython-313.pyc,src,.pyc,8801,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_priority_overlay_translation_347.cpython-313.pyc,src,.pyc,39625,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_pro_quant_roadmap_343.cpython-313.pyc,src,.pyc,15449,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_regime_conditioned_entry_326.cpython-313.pyc,src,.pyc,28912,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_regime_continuation_sleeve_353.cpython-313.pyc,src,.pyc,39203,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_regime_entry_325.cpython-313.pyc,src,.pyc,81121,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_regime_failure_diagnosis_328.cpython-313.pyc,src,.pyc,42498,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_regime_sleeve_deployment_354.cpython-313.pyc,src,.pyc,48750,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_shadow_integration_360.cpython-313.pyc,src,.pyc,38378,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_source_time_capture_370.cpython-313.pyc,src,.pyc,4728,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_source_time_capture_371.cpython-313.pyc,src,.pyc,5319,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_source_time_capture_372.cpython-313.pyc,src,.pyc,9031,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_source_truth_lineage_368.cpython-313.pyc,src,.pyc,7502,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_source_truth_replay_367.cpython-313.pyc,src,.pyc,9071,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_state_gated_execution_refinement_358.cpython-313.pyc,src,.pyc,31300,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_state_model_redesign_329.cpython-313.pyc,src,.pyc,36026,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_state_model_stabilization_330.cpython-313.pyc,src,.pyc,31230,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_state_space_realignment_332.cpython-313.pyc,src,.pyc,38433,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_strong_subset_validation_340.cpython-313.pyc,src,.pyc,37086,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_subset_refinement_341.cpython-313.pyc,src,.pyc,59974,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_tactical_sleeve_348.cpython-313.pyc,src,.pyc,41171,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task406_deterministic_decision_rebuild.cpython-313.pyc,src,.pyc,440,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task406_professional_combo_validation.cpython-313.pyc,src,.pyc,438,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task406_raw_factor_source_audit.cpython-313.pyc,src,.pyc,426,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task407_raw_native_vectorized_rebuild.cpython-313.pyc,src,.pyc,438,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task480_symbol_structure_continuation_diagnostics.cpython-313.pyc,src,.pyc,462,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task481_symbol_structure_robustness_and_failure_decomposition.cpython-313.pyc,src,.pyc,486,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task482_continuous_market_theme_regime_engine.cpython-313.pyc,src,.pyc,454,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task483_firm_grade_market_theme_regime_upgrade.cpython-313.pyc,src,.pyc,456,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task484_continuation_payoff_regime_engine.cpython-313.pyc,src,.pyc,446,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task487_regime_phase_target_validation.cpython-313.pyc,src,.pyc,440,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task488_regime_only_target_recovery.cpython-313.pyc,src,.pyc,451,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task489_broad_regime_cell_portfolio.cpython-313.pyc,src,.pyc,451,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task490r_firm_grade_intraday_continuation_validation.cpython-313.pyc,src,.pyc,485,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task491_intraday_continuation_grid_development.cpython-313.pyc,src,.pyc,473,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task492_microstructure_source_collection.cpython-313.pyc,src,.pyc,461,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task493_microstructure_enhanced_continuation_grid.cpython-313.pyc,src,.pyc,479,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task494_microstructure_goal_synthesis.cpython-313.pyc,src,.pyc,6403,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task495_microstructure_live_source_readiness.cpython-313.pyc,src,.pyc,469,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task499_regime_intraday_continuation_grid.cpython-313.pyc,src,.pyc,451,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task501_multiday_continuation_policy_rebuild.cpython-313.pyc,src,.pyc,469,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task502_goal_feasibility_audit.cpython-313.pyc,src,.pyc,441,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task503_multiday_entry_population_rebuild.cpython-313.pyc,src,.pyc,463,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task504_multiday_entry_cell_portfolio.cpython-313.pyc,src,.pyc,455,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task505_two_year_pnl_grid.cpython-313.pyc,src,.pyc,600,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task506_507_analyst_team_harmonization.cpython-313.pyc,src,.pyc,719,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task508_511_task505_validation.cpython-313.pyc,src,.pyc,441,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task512_516_firm_grade_validation.cpython-313.pyc,src,.pyc,447,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task517_522_firm_grade_completion.cpython-313.pyc,src,.pyc,447,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task523_528_gap_closure.cpython-313.pyc,src,.pyc,427,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task529_530_trend_persistence_refinement.cpython-313.pyc,src,.pyc,461,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task531_paper_shadow_order_fill_archive.cpython-313.pyc,src,.pyc,459,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task532_536_quant_context_frontend.cpython-313.pyc,src,.pyc,449,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task537_factor_premium_validation.cpython-313.pyc,src,.pyc,374,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task538_fundamental_factor_source_audit.cpython-313.pyc,src,.pyc,459,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task539_market_cap_shares_source.cpython-313.pyc,src,.pyc,445,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task540_market_cap_coverage_gap.cpython-313.pyc,src,.pyc,443,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task541_size_bm_fama_macbeth.cpython-313.pyc,src,.pyc,437,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task542_factor_adjusted_continuation_attribution.cpython-313.pyc,src,.pyc,477,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task543_factor_adjusted_walk_forward_validation.cpython-313.pyc,src,.pyc,475,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task544_sample_expansion_quarter_failure.cpython-313.pyc,src,.pyc,461,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task545_failure_state_suppression.cpython-313.pyc,src,.pyc,457,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task546_microstructure_live_capture_layer.cpython-313.pyc,src,.pyc,463,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task547_paper_shadow_microstructure_capture_run.cpython-313.pyc,src,.pyc,475,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task548_555_quant_doc_alignment.cpython-313.pyc,src,.pyc,396,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task556_vwap_bandwalk_portfolio_revalidation.cpython-313.pyc,src,.pyc,422,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task557_560_vwap_acceptance_development.cpython-313.pyc,src,.pyc,412,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task561_565_firm_grade_context_development.cpython-313.pyc,src,.pyc,418,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task566_570_firm_grade_validation_loop.cpython-313.pyc,src,.pyc,410,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task571_alpaca_sip_microstructure_capture_activation.cpython-313.pyc,src,.pyc,438,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task572_575_historical_microstructure_backfill.cpython-313.pyc,src,.pyc,971,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task576_microstructure_aware_continuation_backtest.cpython-313.pyc,src,.pyc,1065,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task577_580_nbbo_trajectory_validation.cpython-313.pyc,src,.pyc,943,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_task581_quote_pressure_price_response_refinement.cpython-313.pyc,src,.pyc,625,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_timestamp_price_namespace_repair_381.cpython-313.pyc,src,.pyc,7230,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_structural_breakout_true_intraday_feasibility_336.cpython-313.pyc,src,.pyc,53754,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_task_076_review.cpython-313.pyc,src,.pyc,7467,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_tbl_314.cpython-313.pyc,src,.pyc,72266,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_tbl_reports_315_317.cpython-313.pyc,src,.pyc,10914,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/analysis_tbl_robustness_316.cpython-313.pyc,src,.pyc,8753,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_canonical_continuation_oos_overlay_387.cpython-313.pyc,src,.pyc,16208,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_canonical_continuation_quality_386.cpython-313.pyc,src,.pyc,16015,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_canonical_lifecycle_capture_expansion_383.cpython-313.pyc,src,.pyc,10469,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_canonical_lifecycle_replay_revalidation_382.cpython-313.pyc,src,.pyc,20876,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_canonical_lifecycle_stream_accumulation_384.cpython-313.pyc,src,.pyc,16440,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_continuation_event_capture_369.cpython-313.pyc,src,.pyc,17062,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_decision_labelability_audit_402r.cpython-313.pyc,src,.pyc,10449,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_definition_audit_373.cpython-313.pyc,src,.pyc,19370,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_forward_live_canonical_multifactor_decision_layer_401.cpython-313.pyc,src,.pyc,42734,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_forward_live_cost_constrained_validation_396.cpython-313.pyc,src,.pyc,23104,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_forward_live_entry_quality_filter_discovery_400.cpython-313.pyc,src,.pyc,21199,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_forward_live_regime_detectability_395.cpython-313.pyc,src,.pyc,26179,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_forward_live_strict_false_positive_decomposition_397.cpython-313.pyc,src,.pyc,14035,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_forward_persistence_375.cpython-313.pyc,src,.pyc,19358,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_forward_pure_breakout_374.cpython-313.pyc,src,.pyc,54062,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_identity_review_protocol_380.cpython-313.pyc,src,.pyc,22871,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_intraday_canonical_oos_validation_391.cpython-313.pyc,src,.pyc,12980,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_intraday_universe_history_expansion_399.cpython-313.pyc,src,.pyc,15178,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_lifecycle_coverage_expansion_377.cpython-313.pyc,src,.pyc,17540,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_lifecycle_identity_reconciliation_379.cpython-313.pyc,src,.pyc,23034,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_lifecycle_recovery_378.cpython-313.pyc,src,.pyc,25556,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_macro_vol_theme_regime_overlay_392.cpython-313.pyc,src,.pyc,19487,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_multi_archetype_continuation_portfolio_discovery_403.cpython-313.pyc,src,.pyc,21959,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_multi_event_replay_dataset_366.cpython-313.pyc,src,.pyc,4583,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_multifactor_continuation_state_discovery_402.cpython-313.pyc,src,.pyc,20662,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_persistence_universe_376.cpython-313.pyc,src,.pyc,32436,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_portfolio_path_equity_curve_simulation_398.cpython-313.pyc,src,.pyc,9668,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_refined_archetype_portfolio_rebuild_405.cpython-313.pyc,src,.pyc,31508,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_regime_aware_canonical_continuation_policy_394.cpython-313.pyc,src,.pyc,25470,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_regime_gated_canonical_continuation_validation_393.cpython-313.pyc,src,.pyc,19287,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_source_time_capture_370.cpython-313.pyc,src,.pyc,11961,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_source_time_capture_371.cpython-313.pyc,src,.pyc,7937,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_source_time_capture_372.cpython-313.pyc,src,.pyc,39044,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_source_truth_lineage_368.cpython-313.pyc,src,.pyc,5176,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_source_truth_replay_dataset_367.cpython-313.pyc,src,.pyc,4064,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task401_exact_label_generation_404.cpython-313.pyc,src,.pyc,14293,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task406_deterministic_decision_rebuild.cpython-313.pyc,src,.pyc,17599,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task406_professional_combo_validation.cpython-313.pyc,src,.pyc,31093,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task406_raw_factor_source_audit.cpython-313.pyc,src,.pyc,16177,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task407_raw_native_vectorized_rebuild.cpython-313.pyc,src,.pyc,37394,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task480_symbol_structure_continuation_diagnostics.cpython-313.pyc,src,.pyc,50751,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task481_symbol_structure_robustness_and_failure_decomposition.cpython-313.pyc,src,.pyc,35048,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task482_continuous_market_theme_regime_engine.cpython-313.pyc,src,.pyc,39441,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task483_firm_grade_market_theme_regime_upgrade.cpython-313.pyc,src,.pyc,36833,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task484_continuation_payoff_regime_engine.cpython-313.pyc,src,.pyc,37629,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task487_regime_phase_target_validation.cpython-313.pyc,src,.pyc,22340,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task488_regime_only_target_recovery.cpython-313.pyc,src,.pyc,21327,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task489_broad_regime_cell_portfolio.cpython-313.pyc,src,.pyc,31640,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task490r_firm_grade_intraday_continuation_validation.cpython-313.pyc,src,.pyc,38469,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task491_intraday_continuation_grid_development.cpython-313.pyc,src,.pyc,23804,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task492_microstructure_source_collection.cpython-313.pyc,src,.pyc,24492,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task493_microstructure_enhanced_continuation_grid.cpython-313.pyc,src,.pyc,31217,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task495_microstructure_live_source_readiness.cpython-313.pyc,src,.pyc,7772,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task496_500_goal_revalidation.cpython-313.pyc,src,.pyc,46174,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task501_multiday_continuation_policy_rebuild.cpython-313.pyc,src,.pyc,22750,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task502_goal_feasibility_audit.cpython-313.pyc,src,.pyc,10964,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task503_multiday_entry_population_rebuild.cpython-313.pyc,src,.pyc,25544,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task504_multiday_entry_cell_portfolio.cpython-313.pyc,src,.pyc,11898,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task505_two_year_pnl_grid.cpython-313.pyc,src,.pyc,26717,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task506_507_analyst_team_harmonization.cpython-313.pyc,src,.pyc,14598,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task508_511_task505_validation.cpython-313.pyc,src,.pyc,23325,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task512_516_firm_grade_validation.cpython-313.pyc,src,.pyc,28352,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task517_522_firm_grade_completion.cpython-313.pyc,src,.pyc,27648,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task523_528_gap_closure.cpython-313.pyc,src,.pyc,26624,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task529_530_trend_persistence_refinement.cpython-313.pyc,src,.pyc,16651,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task531_paper_shadow_order_fill_archive.cpython-313.pyc,src,.pyc,16035,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task532_536_quant_context_frontend.cpython-313.pyc,src,.pyc,17081,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task537_factor_premium_validation.cpython-313.pyc,src,.pyc,19201,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
src/backtest/__pycache__/build_task538_fundamental_factor_source_audit.cpython-313.pyc,src,.pyc,16694,GENERATED_CACHE,DELETE_SAFE,LOW,Regenerable Python cache.
