calibration_row_id,meaning_id,evidence_edge_id,l2_primitive_id,source_receipt_id,symbol,entity_id,asof_ts,event_time,source_ts,available_to_brain_ts,runtime_context,source_time_certified,freshness_status,event_type,economic_dimension,direction,confidence_raw_band,confidence_static_weight,split_name,outcome_source_table,outcome_bridge_key,lifecycle_id,continuation_id,outcome_start_ts,outcome_end_ts,outcome_horizon,outcome_metric,outcome_value,outcome_label,label_source,inferred_matching_used_flag,label_used_in_assignment_flag,outcome_used_in_assignment_flag,missing_label_flag,diagnostic_only,trade_output_flag,score_output_flag,order_intent_flag
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000001|ENTRY:34a767cb4ba6:LIFECYCLE|AAPL|2021-06-14|CONT-0001,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000001|ENTRY,,,CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000001|ENTRY,AAPL,SETUP|LIFECYCLE|AAPL|2021-06-14|CONT-0001,2021-06-14T14:30:00+00:00,2021-06-14T14:30:00+00:00,2021-06-14T14:30:00+00:00,2021-06-14T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_entry,EXECUTION,UNKNOWN,unknown,0.0,offline_task385_continuation_engine,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2021-06-14|CONT-0001,LIFECYCLE|AAPL|2021-06-14|CONT-0001,,2021-06-14T14:30:00+00:00,2021-07-13T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,0.1161864205894491,POSITIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000001|ENTRY:4e64d5932ff6:LIFECYCLE|AAPL|2021-06-14|CONT-0001,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000001|ENTRY,,,CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000001|ENTRY,AAPL,SETUP|LIFECYCLE|AAPL|2021-06-14|CONT-0001,2021-06-14T14:30:00+00:00,2021-06-14T14:30:00+00:00,2021-06-14T14:30:00+00:00,2021-06-14T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_entry,EXECUTION,UNKNOWN,unknown,0.0,train,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2021-06-14|CONT-0001,LIFECYCLE|AAPL|2021-06-14|CONT-0001,,2021-06-14T14:30:00+00:00,2021-07-13T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,0.1161864205894491,POSITIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000001|ENTRY:cb082c2562ba:LIFECYCLE|AAPL|2021-06-14|CONT-0001,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000001|ENTRY,,,CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000001|ENTRY,AAPL,SETUP|LIFECYCLE|AAPL|2021-06-14|CONT-0001,2021-06-14T14:30:00+00:00,2021-06-14T14:30:00+00:00,2021-06-14T14:30:00+00:00,2021-06-14T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_entry,EXECUTION,UNKNOWN,unknown,0.0,UNSPECIFIED_SPLIT_REVIEW_ONLY,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2021-06-14|CONT-0001,LIFECYCLE|AAPL|2021-06-14|CONT-0001,,2021-06-14T14:30:00+00:00,2021-07-13T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,0.11618642058944917,MISSING,explicit_source_event_lifecycle_bridge,0,0,0,1,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000002|ADD:34a767cb4ba6:LIFECYCLE|AAPL|2021-06-14|CONT-0001,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000002|ADD,,,CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000002|ADD,AAPL,SETUP|LIFECYCLE|AAPL|2021-06-14|CONT-0001,2021-06-28T14:30:00+00:00,2021-06-28T14:30:00+00:00,2021-06-28T14:30:00+00:00,2021-06-28T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_add,EXECUTION,UNKNOWN,unknown,0.0,offline_task385_continuation_engine,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2021-06-14|CONT-0001,LIFECYCLE|AAPL|2021-06-14|CONT-0001,,2021-06-14T14:30:00+00:00,2021-07-13T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,0.1161864205894491,POSITIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000002|ADD:4e64d5932ff6:LIFECYCLE|AAPL|2021-06-14|CONT-0001,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000002|ADD,,,CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000002|ADD,AAPL,SETUP|LIFECYCLE|AAPL|2021-06-14|CONT-0001,2021-06-28T14:30:00+00:00,2021-06-28T14:30:00+00:00,2021-06-28T14:30:00+00:00,2021-06-28T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_add,EXECUTION,UNKNOWN,unknown,0.0,train,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2021-06-14|CONT-0001,LIFECYCLE|AAPL|2021-06-14|CONT-0001,,2021-06-14T14:30:00+00:00,2021-07-13T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,0.1161864205894491,POSITIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000002|ADD:cb082c2562ba:LIFECYCLE|AAPL|2021-06-14|CONT-0001,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000002|ADD,,,CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000002|ADD,AAPL,SETUP|LIFECYCLE|AAPL|2021-06-14|CONT-0001,2021-06-28T14:30:00+00:00,2021-06-28T14:30:00+00:00,2021-06-28T14:30:00+00:00,2021-06-28T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_add,EXECUTION,UNKNOWN,unknown,0.0,UNSPECIFIED_SPLIT_REVIEW_ONLY,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2021-06-14|CONT-0001,LIFECYCLE|AAPL|2021-06-14|CONT-0001,,2021-06-14T14:30:00+00:00,2021-07-13T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,0.11618642058944917,MISSING,explicit_source_event_lifecycle_bridge,0,0,0,1,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000003|SCALE:34a767cb4ba6:LIFECYCLE|AAPL|2021-06-14|CONT-0001,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000003|SCALE,,,CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000003|SCALE,AAPL,SETUP|LIFECYCLE|AAPL|2021-06-14|CONT-0001,2021-07-02T14:30:00+00:00,2021-07-02T14:30:00+00:00,2021-07-02T14:30:00+00:00,2021-07-02T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_scale,EXECUTION,UNKNOWN,unknown,0.0,offline_task385_continuation_engine,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2021-06-14|CONT-0001,LIFECYCLE|AAPL|2021-06-14|CONT-0001,,2021-06-14T14:30:00+00:00,2021-07-13T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,0.1161864205894491,POSITIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000003|SCALE:4e64d5932ff6:LIFECYCLE|AAPL|2021-06-14|CONT-0001,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000003|SCALE,,,CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000003|SCALE,AAPL,SETUP|LIFECYCLE|AAPL|2021-06-14|CONT-0001,2021-07-02T14:30:00+00:00,2021-07-02T14:30:00+00:00,2021-07-02T14:30:00+00:00,2021-07-02T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_scale,EXECUTION,UNKNOWN,unknown,0.0,train,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2021-06-14|CONT-0001,LIFECYCLE|AAPL|2021-06-14|CONT-0001,,2021-06-14T14:30:00+00:00,2021-07-13T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,0.1161864205894491,POSITIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000003|SCALE:cb082c2562ba:LIFECYCLE|AAPL|2021-06-14|CONT-0001,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000003|SCALE,,,CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000003|SCALE,AAPL,SETUP|LIFECYCLE|AAPL|2021-06-14|CONT-0001,2021-07-02T14:30:00+00:00,2021-07-02T14:30:00+00:00,2021-07-02T14:30:00+00:00,2021-07-02T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_scale,EXECUTION,UNKNOWN,unknown,0.0,UNSPECIFIED_SPLIT_REVIEW_ONLY,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2021-06-14|CONT-0001,LIFECYCLE|AAPL|2021-06-14|CONT-0001,,2021-06-14T14:30:00+00:00,2021-07-13T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,0.11618642058944917,MISSING,explicit_source_event_lifecycle_bridge,0,0,0,1,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000004|EXIT:34a767cb4ba6:LIFECYCLE|AAPL|2021-06-14|CONT-0001,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000004|EXIT,,,CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000004|EXIT,AAPL,SETUP|LIFECYCLE|AAPL|2021-06-14|CONT-0001,2021-07-13T14:30:00+00:00,2021-07-13T14:30:00+00:00,2021-07-13T14:30:00+00:00,2021-07-13T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_exit,EXECUTION,UNKNOWN,unknown,0.0,offline_task385_continuation_engine,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2021-06-14|CONT-0001,LIFECYCLE|AAPL|2021-06-14|CONT-0001,,2021-06-14T14:30:00+00:00,2021-07-13T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,0.1161864205894491,POSITIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000004|EXIT:4e64d5932ff6:LIFECYCLE|AAPL|2021-06-14|CONT-0001,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000004|EXIT,,,CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000004|EXIT,AAPL,SETUP|LIFECYCLE|AAPL|2021-06-14|CONT-0001,2021-07-13T14:30:00+00:00,2021-07-13T14:30:00+00:00,2021-07-13T14:30:00+00:00,2021-07-13T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_exit,EXECUTION,UNKNOWN,unknown,0.0,train,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2021-06-14|CONT-0001,LIFECYCLE|AAPL|2021-06-14|CONT-0001,,2021-06-14T14:30:00+00:00,2021-07-13T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,0.1161864205894491,POSITIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000004|EXIT:cb082c2562ba:LIFECYCLE|AAPL|2021-06-14|CONT-0001,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000004|EXIT,,,CANONICAL|LIFECYCLE|AAPL|2021-06-14|CONT-0001|000004|EXIT,AAPL,SETUP|LIFECYCLE|AAPL|2021-06-14|CONT-0001,2021-07-13T14:30:00+00:00,2021-07-13T14:30:00+00:00,2021-07-13T14:30:00+00:00,2021-07-13T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_exit,EXECUTION,UNKNOWN,unknown,0.0,UNSPECIFIED_SPLIT_REVIEW_ONLY,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2021-06-14|CONT-0001,LIFECYCLE|AAPL|2021-06-14|CONT-0001,,2021-06-14T14:30:00+00:00,2021-07-13T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,0.11618642058944917,MISSING,explicit_source_event_lifecycle_bridge,0,0,0,1,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000001|ENTRY:34a767cb4ba6:LIFECYCLE|AAPL|2021-07-14|CONT-0002,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000001|ENTRY,,,CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000001|ENTRY,AAPL,SETUP|LIFECYCLE|AAPL|2021-07-14|CONT-0002,2021-07-14T14:30:00+00:00,2021-07-14T14:30:00+00:00,2021-07-14T14:30:00+00:00,2021-07-14T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_entry,EXECUTION,UNKNOWN,unknown,0.0,offline_task385_continuation_engine,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2021-07-14|CONT-0002,LIFECYCLE|AAPL|2021-07-14|CONT-0002,,2021-07-14T14:30:00+00:00,2021-08-11T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,-0.0220582864281991,NEGATIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000001|ENTRY:4e64d5932ff6:LIFECYCLE|AAPL|2021-07-14|CONT-0002,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000001|ENTRY,,,CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000001|ENTRY,AAPL,SETUP|LIFECYCLE|AAPL|2021-07-14|CONT-0002,2021-07-14T14:30:00+00:00,2021-07-14T14:30:00+00:00,2021-07-14T14:30:00+00:00,2021-07-14T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_entry,EXECUTION,UNKNOWN,unknown,0.0,train,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2021-07-14|CONT-0002,LIFECYCLE|AAPL|2021-07-14|CONT-0002,,2021-07-14T14:30:00+00:00,2021-08-11T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,-0.0220582864281991,NEGATIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000001|ENTRY:cb082c2562ba:LIFECYCLE|AAPL|2021-07-14|CONT-0002,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000001|ENTRY,,,CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000001|ENTRY,AAPL,SETUP|LIFECYCLE|AAPL|2021-07-14|CONT-0002,2021-07-14T14:30:00+00:00,2021-07-14T14:30:00+00:00,2021-07-14T14:30:00+00:00,2021-07-14T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_entry,EXECUTION,UNKNOWN,unknown,0.0,UNSPECIFIED_SPLIT_REVIEW_ONLY,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2021-07-14|CONT-0002,LIFECYCLE|AAPL|2021-07-14|CONT-0002,,2021-07-14T14:30:00+00:00,2021-08-11T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,-0.02205828642819918,MISSING,explicit_source_event_lifecycle_bridge,0,0,0,1,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000002|REDUCE:34a767cb4ba6:LIFECYCLE|AAPL|2021-07-14|CONT-0002,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000002|REDUCE,,,CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000002|REDUCE,AAPL,SETUP|LIFECYCLE|AAPL|2021-07-14|CONT-0002,2021-07-19T14:30:00+00:00,2021-07-19T14:30:00+00:00,2021-07-19T14:30:00+00:00,2021-07-19T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_reduce,EXECUTION,UNKNOWN,unknown,0.0,offline_task385_continuation_engine,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2021-07-14|CONT-0002,LIFECYCLE|AAPL|2021-07-14|CONT-0002,,2021-07-14T14:30:00+00:00,2021-08-11T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,-0.0220582864281991,NEGATIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000002|REDUCE:4e64d5932ff6:LIFECYCLE|AAPL|2021-07-14|CONT-0002,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000002|REDUCE,,,CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000002|REDUCE,AAPL,SETUP|LIFECYCLE|AAPL|2021-07-14|CONT-0002,2021-07-19T14:30:00+00:00,2021-07-19T14:30:00+00:00,2021-07-19T14:30:00+00:00,2021-07-19T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_reduce,EXECUTION,UNKNOWN,unknown,0.0,train,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2021-07-14|CONT-0002,LIFECYCLE|AAPL|2021-07-14|CONT-0002,,2021-07-14T14:30:00+00:00,2021-08-11T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,-0.0220582864281991,NEGATIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000002|REDUCE:cb082c2562ba:LIFECYCLE|AAPL|2021-07-14|CONT-0002,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000002|REDUCE,,,CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000002|REDUCE,AAPL,SETUP|LIFECYCLE|AAPL|2021-07-14|CONT-0002,2021-07-19T14:30:00+00:00,2021-07-19T14:30:00+00:00,2021-07-19T14:30:00+00:00,2021-07-19T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_reduce,EXECUTION,UNKNOWN,unknown,0.0,UNSPECIFIED_SPLIT_REVIEW_ONLY,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2021-07-14|CONT-0002,LIFECYCLE|AAPL|2021-07-14|CONT-0002,,2021-07-14T14:30:00+00:00,2021-08-11T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,-0.02205828642819918,MISSING,explicit_source_event_lifecycle_bridge,0,0,0,1,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000003|EXIT:34a767cb4ba6:LIFECYCLE|AAPL|2021-07-14|CONT-0002,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000003|EXIT,,,CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000003|EXIT,AAPL,SETUP|LIFECYCLE|AAPL|2021-07-14|CONT-0002,2021-08-11T14:30:00+00:00,2021-08-11T14:30:00+00:00,2021-08-11T14:30:00+00:00,2021-08-11T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_exit,EXECUTION,UNKNOWN,unknown,0.0,offline_task385_continuation_engine,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2021-07-14|CONT-0002,LIFECYCLE|AAPL|2021-07-14|CONT-0002,,2021-07-14T14:30:00+00:00,2021-08-11T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,-0.0220582864281991,NEGATIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000003|EXIT:4e64d5932ff6:LIFECYCLE|AAPL|2021-07-14|CONT-0002,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000003|EXIT,,,CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000003|EXIT,AAPL,SETUP|LIFECYCLE|AAPL|2021-07-14|CONT-0002,2021-08-11T14:30:00+00:00,2021-08-11T14:30:00+00:00,2021-08-11T14:30:00+00:00,2021-08-11T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_exit,EXECUTION,UNKNOWN,unknown,0.0,train,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2021-07-14|CONT-0002,LIFECYCLE|AAPL|2021-07-14|CONT-0002,,2021-07-14T14:30:00+00:00,2021-08-11T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,-0.0220582864281991,NEGATIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000003|EXIT:cb082c2562ba:LIFECYCLE|AAPL|2021-07-14|CONT-0002,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000003|EXIT,,,CANONICAL|LIFECYCLE|AAPL|2021-07-14|CONT-0002|000003|EXIT,AAPL,SETUP|LIFECYCLE|AAPL|2021-07-14|CONT-0002,2021-08-11T14:30:00+00:00,2021-08-11T14:30:00+00:00,2021-08-11T14:30:00+00:00,2021-08-11T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_exit,EXECUTION,UNKNOWN,unknown,0.0,UNSPECIFIED_SPLIT_REVIEW_ONLY,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2021-07-14|CONT-0002,LIFECYCLE|AAPL|2021-07-14|CONT-0002,,2021-07-14T14:30:00+00:00,2021-08-11T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,-0.02205828642819918,MISSING,explicit_source_event_lifecycle_bridge,0,0,0,1,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-08-16|CONT-0003|000001|ENTRY:34a767cb4ba6:LIFECYCLE|AAPL|2021-08-16|CONT-0003,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-08-16|CONT-0003|000001|ENTRY,,,CANONICAL|LIFECYCLE|AAPL|2021-08-16|CONT-0003|000001|ENTRY,AAPL,SETUP|LIFECYCLE|AAPL|2021-08-16|CONT-0003,2021-08-16T14:30:00+00:00,2021-08-16T14:30:00+00:00,2021-08-16T14:30:00+00:00,2021-08-16T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_entry,EXECUTION,UNKNOWN,unknown,0.0,offline_task385_continuation_engine,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2021-08-16|CONT-0003,LIFECYCLE|AAPL|2021-08-16|CONT-0003,,2021-08-16T14:30:00+00:00,2021-09-14T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,-0.0198517740665199,NEGATIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
l3_cal:l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-08-16|CONT-0003|000001|ENTRY:4e64d5932ff6:LIFECYCLE|AAPL|2021-08-16|CONT-0003,l3v2:source_event:CANONICAL|LIFECYCLE|AAPL|2021-08-16|CONT-0003|000001|ENTRY,,,CANONICAL|LIFECYCLE|AAPL|2021-08-16|CONT-0003|000001|ENTRY,AAPL,SETUP|LIFECYCLE|AAPL|2021-08-16|CONT-0003,2021-08-16T14:30:00+00:00,2021-08-16T14:30:00+00:00,2021-08-16T14:30:00+00:00,2021-08-16T14:30:00+00:00,HISTORICAL_RESEARCH,False,HISTORICAL,canonical_source_event_entry,EXECUTION,UNKNOWN,unknown,0.0,train,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2021-08-16|CONT-0003,LIFECYCLE|AAPL|2021-08-16|CONT-0003,,2021-08-16T14:30:00+00:00,2021-09-14T14:30:00+00:00,EXPLICIT_BRIDGE,FORWARD_RETURN_PCT,-0.0198517740665199,NEGATIVE,explicit_source_event_lifecycle_bridge,0,0,0,0,True,0,0,0
