relation_graph_id,symbol,decision_asof_ts,evidence_edge_ids,support_score,risk_score,context_score,blocker_score,net_direction_score,coverage_score,graph_state,critical_blocker_flags,noncritical_gap_flags,confidence_floor,confidence_weighted_mean,diagnostic_only
l3_graph:canonical_source_event:LIFECYCLE|GOOGL|2025-11-24|CONT-0031,GOOGL,2025-12-17T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|GOOGL|2025-11-24|CONT-0031|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|GOOGL|2025-11-24|CONT-0031|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|GOOGL|2025-11-24|CONT-0031|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|GOOGL|2026-01-12|CONT-0032,GOOGL,2026-02-10T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|GOOGL|2026-01-12|CONT-0032|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|GOOGL|2026-01-12|CONT-0032|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|GOOGL|2026-01-12|CONT-0032|000003|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|GOOGL|2026-01-12|CONT-0032|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|GOOGL|2026-04-08|CONT-0033,GOOGL,2026-04-15T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|GOOGL|2026-04-08|CONT-0033|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|GOOGL|2026-04-08|CONT-0033|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|GOOGL|2026-04-08|CONT-0033|000003|SCALE,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2021-05-27|CONT-0001,META,2021-06-25T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-05-27|CONT-0001|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-05-27|CONT-0001|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-05-27|CONT-0001|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2021-06-28|CONT-0002,META,2021-07-27T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-06-28|CONT-0002|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-06-28|CONT-0002|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-06-28|CONT-0002|000003|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-06-28|CONT-0002|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2021-08-27|CONT-0003,META,2021-09-22T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-08-27|CONT-0003|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-08-27|CONT-0003|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-08-27|CONT-0003|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2021-11-15|CONT-0004,META,2021-12-01T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-11-15|CONT-0004|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-11-15|CONT-0004|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-11-15|CONT-0004|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2021-12-27|CONT-0005,META,2022-01-18T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-12-27|CONT-0005|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-12-27|CONT-0005|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2021-12-27|CONT-0005|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2022-03-24|CONT-0006,META,2022-04-12T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2022-03-24|CONT-0006|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2022-03-24|CONT-0006|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2022-03-24|CONT-0006|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2022-03-24|CONT-0006|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2022-03-24|CONT-0006|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2022-07-19|CONT-0007,META,2022-07-25T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2022-07-19|CONT-0007|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2022-07-19|CONT-0007|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2022-07-19|CONT-0007|000003|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2022-07-19|CONT-0007|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2022-12-01|CONT-0008,META,2022-12-30T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2022-12-01|CONT-0008|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2022-12-01|CONT-0008|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2022-12-01|CONT-0008|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2023-01-03|CONT-0009,META,2023-02-01T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-01-03|CONT-0009|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-01-03|CONT-0009|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-01-03|CONT-0009|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-01-03|CONT-0009|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2023-02-02|CONT-0010,META,2023-02-10T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-02-02|CONT-0010|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-02-02|CONT-0010|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-02-02|CONT-0010|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2023-03-14|CONT-0011,META,2023-04-12T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-03-14|CONT-0011|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-03-14|CONT-0011|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-03-14|CONT-0011|000003|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-03-14|CONT-0011|000004|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-03-14|CONT-0011|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2023-04-13|CONT-0012,META,2023-05-11T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-04-13|CONT-0012|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-04-13|CONT-0012|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-04-13|CONT-0012|000003|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-04-13|CONT-0012|000004|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-04-13|CONT-0012|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2023-05-18|CONT-0013,META,2023-06-16T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-05-18|CONT-0013|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-05-18|CONT-0013|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-05-18|CONT-0013|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-05-18|CONT-0013|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2023-06-23|CONT-0014,META,2023-07-24T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-06-23|CONT-0014|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-06-23|CONT-0014|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-06-23|CONT-0014|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-06-23|CONT-0014|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-06-23|CONT-0014|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2023-07-28|CONT-0015,META,2023-08-16T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-07-28|CONT-0015|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-07-28|CONT-0015|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-07-28|CONT-0015|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2023-09-11|CONT-0016,META,2023-10-09T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-09-11|CONT-0016|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-09-11|CONT-0016|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-09-11|CONT-0016|000003|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-09-11|CONT-0016|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2023-10-10|CONT-0017,META,2023-10-25T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-10-10|CONT-0017|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-10-10|CONT-0017|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-10-10|CONT-0017|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2023-11-10|CONT-0018,META,2023-12-11T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-11-10|CONT-0018|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-11-10|CONT-0018|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-11-10|CONT-0018|000003|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-11-10|CONT-0018|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2023-12-18|CONT-0019,META,2024-01-18T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-12-18|CONT-0019|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-12-18|CONT-0019|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-12-18|CONT-0019|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2023-12-18|CONT-0019|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2024-01-19|CONT-0020,META,2024-02-16T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-01-19|CONT-0020|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-01-19|CONT-0020|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-01-19|CONT-0020|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-01-19|CONT-0020|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-01-19|CONT-0020|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2024-03-01|CONT-0021,META,2024-04-01T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-03-01|CONT-0021|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-03-01|CONT-0021|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-03-01|CONT-0021|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2024-06-05|CONT-0022,META,2024-07-05T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-06-05|CONT-0022|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-06-05|CONT-0022|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-06-05|CONT-0022|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-06-05|CONT-0022|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2024-08-13|CONT-0023,META,2024-09-11T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-08-13|CONT-0023|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-08-13|CONT-0023|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-08-13|CONT-0023|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2024-09-19|CONT-0024,META,2024-10-17T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-09-19|CONT-0024|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-09-19|CONT-0024|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-09-19|CONT-0024|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-09-19|CONT-0024|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2024-12-03|CONT-0025,META,2025-01-02T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-12-03|CONT-0025|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-12-03|CONT-0025|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-12-03|CONT-0025|000003|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2024-12-03|CONT-0025|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2025-01-23|CONT-0026,META,2025-02-21T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-01-23|CONT-0026|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-01-23|CONT-0026|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-01-23|CONT-0026|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-01-23|CONT-0026|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-01-23|CONT-0026|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2025-05-02|CONT-0027,META,2025-06-02T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-05-02|CONT-0027|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-05-02|CONT-0027|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-05-02|CONT-0027|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-05-02|CONT-0027|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-05-02|CONT-0027|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2025-06-04|CONT-0028,META,2025-07-03T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-06-04|CONT-0028|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-06-04|CONT-0028|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-06-04|CONT-0028|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-06-04|CONT-0028|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2025-07-31|CONT-0029,META,2025-08-28T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-07-31|CONT-0029|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-07-31|CONT-0029|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-07-31|CONT-0029|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2025-09-16|CONT-0030,META,2025-10-01T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-09-16|CONT-0030|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-09-16|CONT-0030|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-09-16|CONT-0030|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2025-10-27|CONT-0031,META,2025-10-30T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-10-27|CONT-0031|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-10-27|CONT-0031|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-10-27|CONT-0031|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2025-12-04|CONT-0032,META,2026-01-05T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-12-04|CONT-0032|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-12-04|CONT-0032|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2025-12-04|CONT-0032|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2026-01-26|CONT-0033,META,2026-02-04T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2026-01-26|CONT-0033|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2026-01-26|CONT-0033|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2026-01-26|CONT-0033|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2026-01-26|CONT-0033|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2026-01-26|CONT-0033|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|META|2026-04-14|CONT-0034,META,2026-04-17T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2026-04-14|CONT-0034|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|META|2026-04-14|CONT-0034|000002|ADD,0,0,0.0875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|MSFT|2021-06-10|CONT-0001,MSFT,2021-07-09T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|MSFT|2021-06-10|CONT-0001|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|MSFT|2021-06-10|CONT-0001|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|MSFT|2021-06-10|CONT-0001|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|MSFT|2021-06-10|CONT-0001|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|MSFT|2021-07-13|CONT-0002,MSFT,2021-08-10T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|MSFT|2021-07-13|CONT-0002|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|MSFT|2021-07-13|CONT-0002|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|MSFT|2021-07-13|CONT-0002|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|MSFT|2021-08-13|CONT-0003,MSFT,2021-09-13T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|MSFT|2021-08-13|CONT-0003|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|MSFT|2021-08-13|CONT-0003|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|MSFT|2021-08-13|CONT-0003|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
