relation_graph_id,symbol,decision_asof_ts,evidence_edge_ids,support_score,risk_score,context_score,blocker_score,net_direction_score,coverage_score,graph_state,critical_blocker_flags,noncritical_gap_flags,confidence_floor,confidence_weighted_mean,diagnostic_only
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2021-10-19|CONT-0004,AVGO,2021-11-16T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-10-19|CONT-0004|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-10-19|CONT-0004|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-10-19|CONT-0004|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-10-19|CONT-0004|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2021-11-17|CONT-0005,AVGO,2021-12-16T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-11-17|CONT-0005|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-11-17|CONT-0005|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-11-17|CONT-0005|000003|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-11-17|CONT-0005|000004|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-11-17|CONT-0005|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2021-12-20|CONT-0006,AVGO,2022-01-07T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-12-20|CONT-0006|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-12-20|CONT-0006|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-12-20|CONT-0006|000003|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2021-12-20|CONT-0006|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2022-03-16|CONT-0007,AVGO,2022-04-08T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-03-16|CONT-0007|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-03-16|CONT-0007|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-03-16|CONT-0007|000003|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-03-16|CONT-0007|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2022-07-21|CONT-0008,AVGO,2022-08-18T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-07-21|CONT-0008|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-07-21|CONT-0008|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-07-21|CONT-0008|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-07-21|CONT-0008|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2022-11-08|CONT-0009,AVGO,2022-12-07T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-11-08|CONT-0009|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-11-08|CONT-0009|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-11-08|CONT-0009|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-11-08|CONT-0009|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-11-08|CONT-0009|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2022-12-12|CONT-0010,AVGO,2023-01-11T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-12-12|CONT-0010|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-12-12|CONT-0010|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-12-12|CONT-0010|000003|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2022-12-12|CONT-0010|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2023-02-01|CONT-0011,AVGO,2023-03-02T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-02-01|CONT-0011|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-02-01|CONT-0011|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-02-01|CONT-0011|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2023-03-03|CONT-0012,AVGO,2023-03-31T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-03-03|CONT-0012|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-03-03|CONT-0012|000002|EXIT,0,0,0.0875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2023-05-17|CONT-0013,AVGO,2023-06-15T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-05-17|CONT-0013|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-05-17|CONT-0013|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-05-17|CONT-0013|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-05-17|CONT-0013|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2023-07-17|CONT-0014,AVGO,2023-08-10T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-07-17|CONT-0014|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-07-17|CONT-0014|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-07-17|CONT-0014|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2023-08-31|CONT-0015,AVGO,2023-09-12T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-08-31|CONT-0015|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-08-31|CONT-0015|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-08-31|CONT-0015|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2023-10-12|CONT-0016,AVGO,2023-10-26T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-10-12|CONT-0016|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-10-12|CONT-0016|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-10-12|CONT-0016|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2023-11-10|CONT-0017,AVGO,2023-12-05T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-11-10|CONT-0017|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-11-10|CONT-0017|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-11-10|CONT-0017|000003|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-11-10|CONT-0017|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2023-12-11|CONT-0018,AVGO,2024-01-04T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-12-11|CONT-0018|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-12-11|CONT-0018|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-12-11|CONT-0018|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-12-11|CONT-0018|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2023-12-11|CONT-0018|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2024-01-19|CONT-0019,AVGO,2024-02-16T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-01-19|CONT-0019|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-01-19|CONT-0019|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-01-19|CONT-0019|000003|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-01-19|CONT-0019|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2024-02-22|CONT-0020,AVGO,2024-03-11T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-02-22|CONT-0020|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-02-22|CONT-0020|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-02-22|CONT-0020|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-02-22|CONT-0020|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-02-22|CONT-0020|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2024-05-14|CONT-0021,AVGO,2024-06-12T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-05-14|CONT-0021|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-05-14|CONT-0021|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-05-14|CONT-0021|000003|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-05-14|CONT-0021|000004|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-05-14|CONT-0021|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2024-06-13|CONT-0022,AVGO,2024-06-21T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-06-13|CONT-0022|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-06-13|CONT-0022|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-06-13|CONT-0022|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-06-13|CONT-0022|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-06-13|CONT-0022|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2024-08-15|CONT-0023,AVGO,2024-09-03T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-08-15|CONT-0023|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-08-15|CONT-0023|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-08-15|CONT-0023|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2024-09-23|CONT-0024,AVGO,2024-10-21T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-09-23|CONT-0024|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-09-23|CONT-0024|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-09-23|CONT-0024|000003|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-09-23|CONT-0024|000004|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-09-23|CONT-0024|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2024-12-11|CONT-0025,AVGO,2024-12-18T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-12-11|CONT-0025|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-12-11|CONT-0025|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-12-11|CONT-0025|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-12-11|CONT-0025|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2024-12-11|CONT-0025|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2025-04-24|CONT-0026,AVGO,2025-05-22T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-04-24|CONT-0026|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-04-24|CONT-0026|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-04-24|CONT-0026|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-04-24|CONT-0026|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2025-05-28|CONT-0027,AVGO,2025-06-26T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-05-28|CONT-0027|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-05-28|CONT-0027|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-05-28|CONT-0027|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-05-28|CONT-0027|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-05-28|CONT-0027|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2025-06-30|CONT-0028,AVGO,2025-07-29T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-06-30|CONT-0028|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-06-30|CONT-0028|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-06-30|CONT-0028|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-06-30|CONT-0028|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2025-07-30|CONT-0029,AVGO,2025-08-27T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-07-30|CONT-0029|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-07-30|CONT-0029|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-07-30|CONT-0029|000003|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-07-30|CONT-0029|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2025-09-05|CONT-0030,AVGO,2025-09-22T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-09-05|CONT-0030|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-09-05|CONT-0030|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-09-05|CONT-0030|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-09-05|CONT-0030|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-09-05|CONT-0030|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2025-10-28|CONT-0031,AVGO,2025-11-04T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-10-28|CONT-0031|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-10-28|CONT-0031|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-10-28|CONT-0031|000003|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-10-28|CONT-0031|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2025-11-26|CONT-0032,AVGO,2025-12-12T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-11-26|CONT-0032|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-11-26|CONT-0032|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-11-26|CONT-0032|000003|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2025-11-26|CONT-0032|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|AVGO|2026-04-09|CONT-0033,AVGO,2026-04-13T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2026-04-09|CONT-0033|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2026-04-09|CONT-0033|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|AVGO|2026-04-09|CONT-0033|000003|SCALE,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|COST|2021-06-22|CONT-0001,COST,2021-07-21T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-06-22|CONT-0001|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-06-22|CONT-0001|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-06-22|CONT-0001|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-06-22|CONT-0001|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|COST|2021-07-23|CONT-0002,COST,2021-08-20T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-07-23|CONT-0002|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-07-23|CONT-0002|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-07-23|CONT-0002|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-07-23|CONT-0002|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|COST|2021-09-02|CONT-0003,COST,2021-10-01T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-09-02|CONT-0003|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-09-02|CONT-0003|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-09-02|CONT-0003|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|COST|2021-10-21|CONT-0004,COST,2021-11-18T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-10-21|CONT-0004|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-10-21|CONT-0004|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-10-21|CONT-0004|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-10-21|CONT-0004|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|COST|2021-11-19|CONT-0005,COST,2021-12-20T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-11-19|CONT-0005|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-11-19|CONT-0005|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-11-19|CONT-0005|000003|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-11-19|CONT-0005|000004|EXIT,0,0,0.175,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|COST|2021-12-29|CONT-0006,COST,2022-01-10T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-12-29|CONT-0006|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-12-29|CONT-0006|000002|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2021-12-29|CONT-0006|000003|EXIT,0,0,0.13124999999999998,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
l3_graph:canonical_source_event:LIFECYCLE|COST|2022-03-17|CONT-0007,COST,2022-04-14T14:30:00+00:00,l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2022-03-17|CONT-0007|000001|ENTRY;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2022-03-17|CONT-0007|000002|ADD;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2022-03-17|CONT-0007|000003|SCALE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2022-03-17|CONT-0007|000004|REDUCE;l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|COST|2022-03-17|CONT-0007|000005|EXIT,0,0,0.21875,0.0,0,1.0,CONTEXT_ONLY,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,0.35,0.35,True
