timestamp,open,high,low,close,volume,adj_close,symbol
2021-04-22,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,84566500,128.5089874267578,AAPL
2021-04-23,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,78657500,130.8271026611328,AAPL
2021-04-26,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,66905100,131.2166748046875,AAPL
2021-04-27,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,66015800,130.89524841308594,AAPL
2021-04-28,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,107760100,130.10630798339844,AAPL
2021-04-29,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,151101000,130.00889587402344,AAPL
2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,109839500,128.04148864746094,AAPL
2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,75135100,129.09336853027344,AAPL
2021-05-04,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,137564700,124.52532196044922,AAPL
2021-05-05,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,84000900,124.76882934570312,AAPL
2021-05-06,127.88999938964844,129.75,127.12999725341797,129.74000549316406,78128300,126.36618041992188,AAPL
2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,78973300,127.03937530517578,AAPL
2021-05-10,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,88071200,123.7612075805664,AAPL
2021-05-11,123.5,126.2699966430664,122.7699966430664,125.91000366210938,126142800,122.8440933227539,AAPL
2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,112172300,119.78055572509766,AAPL
2021-05-13,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,105861300,121.92696380615234,AAPL
2021-05-14,126.25,127.88999938964844,125.8499984741211,127.44999694824219,81918000,124.34658813476562,AAPL
2021-05-17,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,74244600,123.19530487060547,AAPL
2021-05-18,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,63342900,121.80989074707031,AAPL
2021-05-19,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,92612000,121.65380096435547,AAPL
2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,76857100,124.20999145507812,AAPL
2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,79295400,122.37579345703125,AAPL
2021-05-24,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,63092900,124.0051040649414,AAPL
2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,72009500,123.80998229980469,AAPL
2021-05-26,126.95999908447266,127.38999938964844,126.41999816894531,126.8499984741211,56575900,123.7612075805664,AAPL
2021-05-27,126.44000244140625,127.63999938964844,125.08000183105469,125.27999877929688,94625600,122.22941589355469,AAPL
2021-05-28,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,71311100,121.57575225830078,AAPL
2021-06-01,125.08000183105469,125.3499984741211,123.94000244140625,124.27999877929688,67637100,121.25377655029297,AAPL
2021-06-02,124.27999877929688,125.23999786376953,124.05000305175781,125.05999755859375,59278900,122.01478576660156,AAPL
2021-06-03,124.68000030517578,124.8499984741211,123.12999725341797,123.54000091552734,76229200,120.53179931640625,AAPL
2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,75169300,122.82455444335938,AAPL
2021-06-07,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,71057600,122.83433532714844,AAPL
2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,74403800,123.65386962890625,AAPL
2021-06-09,127.20999908447266,127.75,126.5199966430664,127.12999725341797,56877900,124.03437805175781,AAPL
2021-06-10,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,71186400,123.03923797607422,AAPL
2021-06-11,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,53522400,124.24901580810547,AAPL
2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,96906500,127.30280303955078,AAPL
2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,62746300,126.48326110839844,AAPL
2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,91815000,126.98084259033203,AAPL
2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,96721700,128.58087158203125,AAPL
2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,108953300,127.2833023071289,AAPL
2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,79663300,129.0784912109375,AAPL
2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,74783600,130.71759033203125,AAPL
2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,60214200,130.44444274902344,AAPL
2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,68711000,130.1614532470703,AAPL
2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,70783700,129.86878967285156,AAPL
2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,62111300,131.49807739257812,AAPL
2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,64556100,133.0103759765625,AAPL
2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,63261400,133.62503051757812,AAPL
2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,52485800,133.92750549316406,AAPL
2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,78852600,136.55197143554688,AAPL
2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,108181800,138.5618133544922,AAPL
2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,104911600,141.04971313476562,AAPL
2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,105575500,139.7521209716797,AAPL
