report_dir,relative_path,source_path,target_path,artifact_class,size_bytes,archive_state,migration_action,reference_count,references,directory_reference_count,directory_references
task_487_regime_phase_target_validation,task_487_regime_only_phase_target_validation.md,docs/reports/task_487_regime_phase_target_validation/task_487_regime_only_phase_target_validation.md,data/artifacts/task_487_regime_phase_target_validation/task_487_regime_only_phase_target_validation.md,report,8840,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task487_regime_phase_target_validation.py|src/backtest/build_task488_regime_only_target_recovery.py|src/backtest/build_task489_broad_regime_cell_portfolio.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,artifact_manifest.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/artifact_manifest.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/artifact_manifest.csv,small_table,1726,archive_candidate,keep_small_or_report_artifact,1,tasks/archive_candidate_registry.csv,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,entry_reduce_vs_add_scale_explanation.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/entry_reduce_vs_add_scale_explanation.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/entry_reduce_vs_add_scale_explanation.csv,small_table,1868,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,good_bad_configuration_audit.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/good_bad_configuration_audit.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/good_bad_configuration_audit.csv,small_table,42435,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,label_definition_stability_audit.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/label_definition_stability_audit.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/label_definition_stability_audit.csv,small_table,794,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,label_sensitivity_audit.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/label_sensitivity_audit.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/label_sensitivity_audit.csv,small_table,653,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,missing_microstructure_factor_audit.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/missing_microstructure_factor_audit.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/missing_microstructure_factor_audit.csv,small_table,569,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,symbol_structure_backtest_summary.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_backtest_summary.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_backtest_summary.csv,small_table,607,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,symbol_structure_factor_dictionary.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_factor_dictionary.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_factor_dictionary.csv,small_table,1520,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,symbol_structure_factor_group_quality.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_factor_group_quality.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_factor_group_quality.csv,small_table,6185,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,symbol_structure_interaction_quality.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_interaction_quality.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_interaction_quality.csv,small_table,139178,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,symbol_structure_label_panel.csv.migrated.txt,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_label_panel.csv.migrated.txt,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_label_panel.csv.migrated.txt,other,424,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,symbol_structure_leakage_audit.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_leakage_audit.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_leakage_audit.csv,small_table,384,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,symbol_structure_snapshot_log.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_snapshot_log.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_snapshot_log.csv,large_panel,96359035,archive_candidate,skip_referenced,1,src/backtest/build_task482_continuous_market_theme_regime_engine.py,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,task_480_decision.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/task_480_decision.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/task_480_decision.csv,decision,951,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_480_symbol_structure_continuation_diagnostics,task_480_symbol_structure_continuation_diagnostics.md,docs/reports/task_480_symbol_structure_continuation_diagnostics/task_480_symbol_structure_continuation_diagnostics.md,data/artifacts/task_480_symbol_structure_continuation_diagnostics/task_480_symbol_structure_continuation_diagnostics.md,report,19110,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_task480_symbol_structure_continuation_diagnostics.py|src/backtest/build_task481_symbol_structure_robustness_and_failure_decomposition.py|src/backtest/build_task482_continuous_market_theme_regime_engine.py|tasks/archive_candidate_registry.csv
task_396_forward_live_cost_constrained_validation,artifact_manifest.csv,docs/reports/task_396_forward_live_cost_constrained_validation/artifact_manifest.csv,data/artifacts/task_396_forward_live_cost_constrained_validation/artifact_manifest.csv,small_table,1099,archive_candidate,keep_small_or_report_artifact,1,tasks/archive_candidate_registry.csv,4,src/backtest/build_forward_live_cost_constrained_validation_396.py|src/backtest/build_forward_live_strict_false_positive_decomposition_397.py|src/backtest/build_portfolio_path_equity_curve_simulation_398.py|tasks/archive_candidate_registry.csv
task_396_forward_live_cost_constrained_validation,capital_exposure_audit.csv,docs/reports/task_396_forward_live_cost_constrained_validation/capital_exposure_audit.csv,data/artifacts/task_396_forward_live_cost_constrained_validation/capital_exposure_audit.csv,small_table,538,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_forward_live_cost_constrained_validation_396.py|src/backtest/build_forward_live_strict_false_positive_decomposition_397.py|src/backtest/build_portfolio_path_equity_curve_simulation_398.py|tasks/archive_candidate_registry.csv
task_396_forward_live_cost_constrained_validation,cost_constrained_lifecycle_panel.csv,docs/reports/task_396_forward_live_cost_constrained_validation/cost_constrained_lifecycle_panel.csv,data/artifacts/task_396_forward_live_cost_constrained_validation/cost_constrained_lifecycle_panel.csv,large_panel,36374321,archive_candidate,skip_referenced,2,src/backtest/build_forward_live_strict_false_positive_decomposition_397.py|src/backtest/build_portfolio_path_equity_curve_simulation_398.py,4,src/backtest/build_forward_live_cost_constrained_validation_396.py|src/backtest/build_forward_live_strict_false_positive_decomposition_397.py|src/backtest/build_portfolio_path_equity_curve_simulation_398.py|tasks/archive_candidate_registry.csv
task_396_forward_live_cost_constrained_validation,cost_constrained_policy_quality.csv,docs/reports/task_396_forward_live_cost_constrained_validation/cost_constrained_policy_quality.csv,data/artifacts/task_396_forward_live_cost_constrained_validation/cost_constrained_policy_quality.csv,small_table,1352,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_forward_live_cost_constrained_validation_396.py|src/backtest/build_forward_live_strict_false_positive_decomposition_397.py|src/backtest/build_portfolio_path_equity_curve_simulation_398.py|tasks/archive_candidate_registry.csv
task_396_forward_live_cost_constrained_validation,cost_constrained_split_quality.csv,docs/reports/task_396_forward_live_cost_constrained_validation/cost_constrained_split_quality.csv,data/artifacts/task_396_forward_live_cost_constrained_validation/cost_constrained_split_quality.csv,small_table,4114,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_forward_live_cost_constrained_validation_396.py|src/backtest/build_forward_live_strict_false_positive_decomposition_397.py|src/backtest/build_portfolio_path_equity_curve_simulation_398.py|tasks/archive_candidate_registry.csv
task_396_forward_live_cost_constrained_validation,cost_constrained_transition_quality.csv,docs/reports/task_396_forward_live_cost_constrained_validation/cost_constrained_transition_quality.csv,data/artifacts/task_396_forward_live_cost_constrained_validation/cost_constrained_transition_quality.csv,small_table,9178,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_forward_live_cost_constrained_validation_396.py|src/backtest/build_forward_live_strict_false_positive_decomposition_397.py|src/backtest/build_portfolio_path_equity_curve_simulation_398.py|tasks/archive_candidate_registry.csv
task_396_forward_live_cost_constrained_validation,cost_model_assumptions.csv,docs/reports/task_396_forward_live_cost_constrained_validation/cost_model_assumptions.csv,data/artifacts/task_396_forward_live_cost_constrained_validation/cost_model_assumptions.csv,small_table,360,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_forward_live_cost_constrained_validation_396.py|src/backtest/build_forward_live_strict_false_positive_decomposition_397.py|src/backtest/build_portfolio_path_equity_curve_simulation_398.py|tasks/archive_candidate_registry.csv
task_396_forward_live_cost_constrained_validation,forward_live_degradation_audit.csv,docs/reports/task_396_forward_live_cost_constrained_validation/forward_live_degradation_audit.csv,data/artifacts/task_396_forward_live_cost_constrained_validation/forward_live_degradation_audit.csv,small_table,653,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_forward_live_cost_constrained_validation_396.py|src/backtest/build_forward_live_strict_false_positive_decomposition_397.py|src/backtest/build_portfolio_path_equity_curve_simulation_398.py|tasks/archive_candidate_registry.csv
task_396_forward_live_cost_constrained_validation,task_396_decision.csv,docs/reports/task_396_forward_live_cost_constrained_validation/task_396_decision.csv,data/artifacts/task_396_forward_live_cost_constrained_validation/task_396_decision.csv,decision,812,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_forward_live_cost_constrained_validation_396.py|src/backtest/build_forward_live_strict_false_positive_decomposition_397.py|src/backtest/build_portfolio_path_equity_curve_simulation_398.py|tasks/archive_candidate_registry.csv
task_396_forward_live_cost_constrained_validation,task_396_forward_live_cost_constrained_validation.md,docs/reports/task_396_forward_live_cost_constrained_validation/task_396_forward_live_cost_constrained_validation.md,data/artifacts/task_396_forward_live_cost_constrained_validation/task_396_forward_live_cost_constrained_validation.md,report,6967,archive_candidate,keep_small_or_report_artifact,0,,4,src/backtest/build_forward_live_cost_constrained_validation_396.py|src/backtest/build_forward_live_strict_false_positive_decomposition_397.py|src/backtest/build_portfolio_path_equity_curve_simulation_398.py|tasks/archive_candidate_registry.csv
task_492_microstructure_source_collection,artifact_manifest.csv,docs/reports/task_492_microstructure_source_collection/artifact_manifest.csv,data/artifacts/task_492_microstructure_source_collection/artifact_manifest.csv,small_table,765,canonical_or_active,keep_not_archive_candidate,1,tasks/archive_candidate_registry.csv,4,src/backtest/analysis_structural_breakout_task494_microstructure_goal_synthesis.py|src/backtest/build_task492_microstructure_source_collection.py|tasks/archive_candidate_registry.csv|tasks/task_registry.csv
task_492_microstructure_source_collection,microstructure_collection_gap_audit.csv,docs/reports/task_492_microstructure_source_collection/microstructure_collection_gap_audit.csv,data/artifacts/task_492_microstructure_source_collection/microstructure_collection_gap_audit.csv,small_table,182,canonical_or_active,keep_not_archive_candidate,0,,4,src/backtest/analysis_structural_breakout_task494_microstructure_goal_synthesis.py|src/backtest/build_task492_microstructure_source_collection.py|tasks/archive_candidate_registry.csv|tasks/task_registry.csv
task_492_microstructure_source_collection,microstructure_entry_feature_panel.csv,docs/reports/task_492_microstructure_source_collection/microstructure_entry_feature_panel.csv,data/artifacts/task_492_microstructure_source_collection/microstructure_entry_feature_panel.csv,small_table,304604,canonical_or_active,keep_not_archive_candidate,0,,4,src/backtest/analysis_structural_breakout_task494_microstructure_goal_synthesis.py|src/backtest/build_task492_microstructure_source_collection.py|tasks/archive_candidate_registry.csv|tasks/task_registry.csv
task_492_microstructure_source_collection,microstructure_source_availability_audit.csv,docs/reports/task_492_microstructure_source_collection/microstructure_source_availability_audit.csv,data/artifacts/task_492_microstructure_source_collection/microstructure_source_availability_audit.csv,small_table,462,canonical_or_active,keep_not_archive_candidate,0,,4,src/backtest/analysis_structural_breakout_task494_microstructure_goal_synthesis.py|src/backtest/build_task492_microstructure_source_collection.py|tasks/archive_candidate_registry.csv|tasks/task_registry.csv
task_492_microstructure_source_collection,raw_quote_entry_window_panel.csv,docs/reports/task_492_microstructure_source_collection/raw_quote_entry_window_panel.csv,data/artifacts/task_492_microstructure_source_collection/raw_quote_entry_window_panel.csv,large_panel,32668095,canonical_or_active,keep_not_archive_candidate,0,,4,src/backtest/analysis_structural_breakout_task494_microstructure_goal_synthesis.py|src/backtest/build_task492_microstructure_source_collection.py|tasks/archive_candidate_registry.csv|tasks/task_registry.csv
task_492_microstructure_source_collection,task_492_decision.csv,docs/reports/task_492_microstructure_source_collection/task_492_decision.csv,data/artifacts/task_492_microstructure_source_collection/task_492_decision.csv,decision,467,canonical_or_active,keep_not_archive_candidate,2,src/backtest/analysis_structural_breakout_task494_microstructure_goal_synthesis.py|tasks/task_registry.csv,4,src/backtest/analysis_structural_breakout_task494_microstructure_goal_synthesis.py|src/backtest/build_task492_microstructure_source_collection.py|tasks/archive_candidate_registry.csv|tasks/task_registry.csv
task_492_microstructure_source_collection,task_492_microstructure_source_collection.md,docs/reports/task_492_microstructure_source_collection/task_492_microstructure_source_collection.md,data/artifacts/task_492_microstructure_source_collection/task_492_microstructure_source_collection.md,report,1217,canonical_or_active,keep_not_archive_candidate,1,tasks/task_registry.csv,4,src/backtest/analysis_structural_breakout_task494_microstructure_goal_synthesis.py|src/backtest/build_task492_microstructure_source_collection.py|tasks/archive_candidate_registry.csv|tasks/task_registry.csv
task_399_intraday_universe_history_expansion,artifact_manifest.csv,docs/reports/task_399_intraday_universe_history_expansion/artifact_manifest.csv,data/artifacts/task_399_intraday_universe_history_expansion/artifact_manifest.csv,small_table,7831,archive_candidate,keep_small_or_report_artifact,1,tasks/archive_candidate_registry.csv,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,canonical_rerun/intraday_canonical_event_log.csv.migrated.txt,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_canonical_event_log.csv.migrated.txt,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_canonical_event_log.csv.migrated.txt,other,444,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,canonical_rerun/intraday_canonical_lifecycle_summary.csv.migrated.txt,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_canonical_lifecycle_summary.csv.migrated.txt,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_canonical_lifecycle_summary.csv.migrated.txt,other,460,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,canonical_rerun/intraday_data_availability_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_data_availability_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_data_availability_audit.csv,small_table,5521,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,canonical_rerun/intraday_event_ordering_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_event_ordering_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_event_ordering_audit.csv,small_table,90,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,canonical_rerun/task_388_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun/task_388_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun/task_388_decision.csv,decision,461,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,canonical_rerun/task_388_intraday_canonical_continuation_engine.md,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun/task_388_intraday_canonical_continuation_engine.md,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun/task_388_intraday_canonical_continuation_engine.md,report,6324,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,canonical_rerun_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun_decision.csv,decision,461,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,expanded_theme_universe_10x15.csv,docs/reports/task_399_intraday_universe_history_expansion/expanded_theme_universe_10x15.csv,data/artifacts/task_399_intraday_universe_history_expansion/expanded_theme_universe_10x15.csv,small_table,6781,archive_candidate,keep_small_or_report_artifact,1,src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,intraday_download_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/intraday_download_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/intraday_download_audit.csv,small_table,7859,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_391_expanded/robustness_summary.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/robustness_summary.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/robustness_summary.csv,small_table,672,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_391_expanded/split_lifecycle_panel.csv.migrated.txt,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/split_lifecycle_panel.csv.migrated.txt,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/split_lifecycle_panel.csv.migrated.txt,other,434,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_391_expanded/split_path_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/split_path_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/split_path_quality.csv,small_table,3586,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_391_expanded/split_reduce_weakening_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/split_reduce_weakening_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/split_reduce_weakening_quality.csv,small_table,1056,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
